title,price,sqm,rooms,postcode
2-zimmer-wohnung mit balkon in niedrigenergiehaus- erstbezug - zu mieten in 1100 wien,799,44,2,1100
traumhafte 2-zimmer-wohnung im 4. liftstock - erstbezug - provisionsfrei in 1210 wien zu mieten,862.98,65,2,1210
erstbezug: wunderbare 2-zimmer-wohnung mit balkon in niedrigenergiehaus zu mieten in 1160 wien,899,51,2,1160
ruhelage: altbauwohnung mit 2 zimmern | unbefristet | nahe u4/naschmarkt |inkl aconti heizung / ww / strom *360 tour*,1079.87,66,2,1060
+jetzt 1 monat gratis miete sichern+ u-bahn-s-bahn nähe + erstbezug + hochwertig + top küche+ 2-zimmer+ zentrale lage+ tief-garage+,759.99,47,2,1210
traumhafte altbauwohnung am margaretenplatz,2495.2599999999998,166,5,1050
tolle wohnung mit loggia nähe matzleinsdorfer platz,720,55,2,1100
hofseitige 2-zimmer-neubauwohnung mit balkon nahe u6 nußdorfer straße,869.16,46,2,1090
ottakringer new living city concept,1500,67,2,1160
klimatisierte dachgeschoßwohnung am naschmarkt mit terrasse von privat,1297.3,49,NA,1060
"ruhige, sanierte 2 zimmer wohnung nähe satzberg",815.3399999999999,53,2,1140
schöne 2-zimmerwohnung in bester lage,838.75,45,2,1030
florido yards: wunderbare 2-zimmer wohnung mit balkon in 1210 wien zu mieten,849.04,46,2,1210
gepflegte 2-zimmer-wohnung zu mieten in 1070 wien,990.5,59,2,1070
"video-tour: perfekte, ruhige 2-zimmer stadtwohnung mit balkon!",1094.83,49,2,1040
360 tour // fully furnished classic style apartment // schöne möblierte altbauwohnung,1300,86,3,1190
vollmöblierte erstbezugs-wohnung mit blick auf den stephansdom,2000,49,1,1010
*48 m terrasse* traumhafte 2-zimmer-neubauwohnung,1101.6899999999998,58,2,1230
ab sofort: gut geschnittene helle 3 zimmer wohnung mit loggia // anton scharff gasse //,1185,69,3,1120
"wunderbare 2 zimmer wohnung, für wg geeignet!! 360 - 3d grad besichtigung!",749,50,2,1090
ruhelage: hofseitige altbauwohnung mit 2 zimmern | möbliert oder unmöbliert | unbefristet | nahe u4 | 360 tour,995.97,71,2,1060
erstbezug: top 3 zimmer dachgeschoss wohnung mit terrasse und fernblick,1616.92,98,3,1070
erstbezug: 2-zimmer-wohnung mit balkon in niedrigenergiehaus in 1160 wien zu mieten,849,51,2,1160
360 tour // sieveringer neubau apartment mit grünblick // modern apartment in green location,2000,105,3,1190
helle und ruhige dreizimmerwohnung mit lift in guter lage,1012.11,75,3,1180
orea | moderne 2-zimmer dachgeschoss wohnung | smart besichtigen online anmieten | ac7,890,59,2,1160
orea | schöne 2- zimmer-wohnung in u3 nähe | smart besichtigen online anmieten,799.01,49,2,1160
bliss xix - modernes apartment mit balkon und garage in wien döbling,1294.59,49,2,1190
florido yards: provisionsfreie 2-zimmer-wohnung mit balkon in 1210 wien zu mieten,779.99,45,2,1210
charmante dachgeschoßwohnung am spittelberg,885,57,2,1070
elegante altbauwohnung mit modernem wohnkomfort (2er-wg geeignet),1148.9,78,3,1080
"+jetzt 1 monat gratis miete sichern+ u-bahn s-bahn nähe + 2-zimmer* erstbezug+ hochwertig+ balkon 7,21m + top küche + zentrale lage + tiefgarage +",798.5,47,2,1210
"""unser menü heute: terrassenwohnung an gemeinschaftsgarten in kleiner wohnanlage""",1416.6399999999999,82,2,1130
"kleine, feine 2-zimmerwohnung mit balkon",847.9599999999999,44,2,1120
vollmöblierter terrassentraum - provisionsfrei - ab märz,1250,52,2,1220
florido yards: 4-zimmer wohnung mit kleinem garten in 1210 wien zu mieten,1367.26,87,4,1210
*hochwertiger erstbezug * u-bahn und s-bahn-nähe * 2-zimmer * zentrale lage* top küche* tiefgarage*,759.99,47,2,1210
"neuwertige, helle 2-zimmerwohnung - nähe u6 nußdorferstraße zu vermieten!",676.21,59,2,1090
"nahe u3! möblierte 1,5-zimmer-wohnung zu vermieten!",690,45,1,1030
provisionsfrei 2 zi-erstbezug mit garten & terrasse bei u1,949,50,2,1220
schöne moderne wohnung mit fernblick,769.01,52,2,1150
"bereit zum einziehen? moderne & voll möblierte wohnung inkl. heizung, strom, internet, fernsehen.",1600,59,2,1040
"neubau, 2 zimmer + westseitig + donaukanal + prater nähe",989.55,48,2,1030
traumwohnung auf zwei ebenen - terrassenwohnung über den dächern wiens!,1023.2800000000001,64,2,1190
"""neubau sucht die ersten mieter!""",898,47,2,1100
schöne 2-zimmer wohnung inkl. abstellplatz im 5. bezirk,863.13,45,2,1050
"""provisionsfreie mietwohnung mit garagenplatz und wintergarten im 7. bezirk""",1374,76,1,1070
360 tour // möbliertes apartment in der donaucity / furnished apartment in donaucity,1300,52,2,1220
erstbezug | penthouse mit blick auf die staatsoper,2950,104,2,1010
"ostseitige 2-zi mietwohnung mit loggia, nähe bahnhof meidling, wilhelmstraße",811.12,58,2,1120
360 tour // komplett möblierte generalsanierte altbauwohnung,2443.79,123,3,1030
"+jetzt 1 monat gratis miete sichern+ hochwertiger+ erstbezug+ ic+ balkon 7,21m + top küche+ 2-zimmer+ zentrale lage+ tiefgarage+",809.49,47,2,1210
360 tour // renovierte altbaumiete,1800,118,4,1010
360 tour // neubaumiete mit balkon nahe sonnbergplatz,1399.86,90,3,1190
++ provisionsfrei für den mieter ++ erstbezugswohnungen im herzen von floridsdorf,850,65,2,1210
hell und ruhig - dreizimmerwohnung nähe schubertpark,965.13,75,3,1180
exklusive maisonette-wohnung mit dachterrasse,5900,264,5,1040
dreizimmer terrassenwohnung nähe währingerstrasse,975.9499999999999,70,3,1180
"""mit wohncloud in den 7. fliegen""",1250,89,3,1070
luxuriöse architekten-dachgeschoss-wohnung mit 2 dachterrassen,3988.29,214,3,1150
terrasseneckwohnung für hohe ansprüche - the sky is the limit - im herzen des 17. wiener gemeindebezirks,1750,94,3,1170
+ zwei zimmer + 15. bezirk + moderne anlage + qualitative ausstattung,980,55,2,1150
schicke dachgeschossmaisonette mit großer terrasse in toplage modenapark,1651.43,114,3,1030
2 zimmer balkonwohnung - in exklusiver grünlage - neubau,715.6700000000001,42,2,1130
lakeside 3-zimmer-wohnung mit balkon,1108.56,78,3,1220
lakeside 3 zimmer-wohnung,1100.01,78,3,1220
lakeside 2-zimmer wohnung mit balkon und seeblick,889.16,61,2,1220
lakeside sehr nette 2-zimmer-wohnung mit balkon,960.53,68,2,1220
möblierte wohnung mit viel geschmack // furnished flat with lot of taste //,1499.59,80,2,1090
altbaurarität - 4 zimmerwohnung am opernring - erstbezug - innenhoflage - durchdachter grundriss - direkt im herzen des 1. wiener gemeindebezirks,1890,95,4,1010
orea | lichtdurchflutete 2- zimmer-dachgeschoss-wohnung mit terrasse | smart besichtigen online anmieten,929.01,60,2,1160
traumhafte altbauwohnung mit 3 getrennt begehbaren zimmern - ideal auch für wg's!,1800.08,134,3,1070
360 tour // furnished apartment with south terrace // möblierte neubauwohnung mit südterrasse,2200,93,4,1190
* grünruhelage * 4 zimmer * küche extra * zentral begehbar * 1190 wien,1322.93,95,3,1190
"12., 3 zimmer nächst u6 niederhofstraße",859.14,57,2,1120
/ neubau / moderne ausstattung / helle 2-zimmer wohnung / ab sofort verfügbar / 1. stock / mit balkon / richtung osten,841.81,51,2,1220
lakeside 2-zimmer-wohnung,1022.66,69,2,1220
"komplett adaptierte, sanierte zweizimmerwohnung",892.02,65,NA,1120
balkonwohnung! helle 2 zimmer wohnung in grünlage & nähe auhof center!,749.99,50,2,1140
city living in vienna 22: neubau erstbezug 2-zimmer ab april 2023!,1298,49,2,1220
ab april: dc-living: 2 zimmer mit loggia + fitness und sauna,1150,53,2,1220
360 tour // hübsches & sonniges city-apartment mit loggia // sunny city apartment with loggia,1350,73,3,1010
erstbezug: provisionsfreie 2-zimmer-dachgeschoßwohnung - sofort verfügbar - in 1210 zu mieten,830.37,53,2,1210
360 tour // sieveringer neubauapartment mit balkon,950,45,2,1190
"xix - einzigartige neubauwohnung mit balkon, garagenstellplatz und homegym | 360 tour",1175,49,2,1190
xix - einzigartige neubauwohnung mit balkon und garagenstellplatz in der gatterburggasse | 360 tour,1175,49,2,1190
"großzügige, sanierte 5-zimmer altbauwohnung in bestlage",2550,168,5,1060
top 3er wg!,1073.74,82,3,1020
/ dachterasse / 2 zimmer / nach innenhof ausgerichtet / beziehbar ab 1.04.2023,940,42,2,1150
erstbezug 2 zimmerwohnung mit loggia / miete inkl. heizkosten,929.8399999999999,49,2,1230
"wohnen im erstbezug, 2 zimmer mit loggia und herrlichem fernblick!",850,54,2,1140
360 tour // neubauwohnung mit terrasse // modern apartment with terrace,899.53,65,2,1180
"großzügige dachgeschosswohnung, mit loft charakter",2999.8900000000003,200,3,1190
absolute ruhe mit grünblick!,1227.02,73,2,1190
"1190 wien - 3,5 zimmerwohnung mit loggia und garagenbox",1450,88,3,1190
klimatisierter erstbezug - 3 zimmer mit großzügiger terrasse,1376.76,72,3,1150
klimatisierter erstbezug - terrassenwohnung mit 3 zimmern - glorietteblick,1624.9,89,3,1150
klimatisierter erstbezug - dachgeschoß-maisonette mit 2 zimmern und großer terrasse,1183.24,59,2,1150
"provisionsfreie wohnung in einzigartiger jugendstilvilla: modern, voll möbliert und kürzlich saniert",1410.72,55,2,1190
"schöne unbefristete 2,5-zimmer-altbauwohnung",1095,66,2,1050
traumhafte 2-zimmer-dg-wohnung mit terrasse in niedrigenergiehaus in 1100 wien zu mieten,794,44,2,1100
smarte 2-zimmer-wohnung mit balkon in niedrigenergiehaus erstbezug - in 1100 wien zu mieten,739,44,2,1100
* jetzt 1 monat gratis miete sichern* 2-zimmer * zentrale lage * u6 * am spitz* erstbezug* hochwertig* top küche* tiefgarage*,759.99,47,2,1210
erstbezug - moderne studiowohnung nahe rudolfinerhaus,750.37,42,1,1190
"perfekt für wgs - 4 zimmer, loggia & neue küche",1299,105,4,1120
terrassen-wohnung mit herrlichem ausblick,1416.86,76,3,1130
südseitige 2-zimmer-neubauwohnung mit außenfläche in u-bahn-nähe,999.8299999999999,57,2,1090
helle 3-zimmer wohnung mit balkon & loggia,1147.47,76,3,1140
"ballkontraum, 2-zimmer in dornbach mit grünblick",852.42,58,2,1170
360 tour // komplett möbliertes studio-apartment // fully furnished studio apartment,1089,35,1,1090
360 tour // design-möblierte stadtwohnung/ fully design furnished city apartment,1290.3,46,2,1090
360 tour // design furnished studio city-apartment // design-möbliertes studio city apartment,1089,38,1,1090
360 tour // design furnished studio apartment // design-möbliertes studio - apartment,1188,42,1,1090
360 tour // design-möbliertes studio-apartment // design-furnished studio apartment,1089,33,1,1090
klimatisierte maisonette mit terrasse in top city-lage,1985,111,2,1010
klassische altbauwohnung mit großzügiger raumaufteilung und blick auf die votivkirche | 360 tour,1979.36,131,4,1010
loft mit terrasse! modernes arbeiten in neurenoviertem loft!,2728.3500000000004,180,4,1120
hofruhelage: maisonette mit balkon und terrasse/garten im neubau,2199,110,4,1050
moderne 2-zimmer-neubauwohnung mit loggia nahe messe wien,1199,63,2,1020
360 tour // repräsentative garten- altbauetage im cottage // repesentative classic apartment in cottage area,4785,196,6,1190
* zwei-zimmer * mit freiflaeche * 13.etage * lakeside * wien donaustadt * traumhafte mietwohnung,1022.66,67,2,1220
"""jahrhundertwende-nähe belvedere""",1680,156,5,1030
360 tour // neubaumiete mit parkblick,2381.5,129,4,1030
stilvoller altbau - großzügige 3-zimmerwohnung in toplage,1448.9,96,3,1030
neu sanierte: 5 zimmer maisonettenwohnung in ruhiger lage ab 01.02.2023 zur unbefristeten vermietung!,1856.91,122,5,1140
anton scharff-gasse: 2 zimmer wohnung mit loggia ab sofort verfügbar!,799,45,2,1120
360 tour // möblierte stilwohnung im servitenviertel,1499.59,82,2,1090
"360 tour // neubau - apartment in grinzing // luxurious apartment in ""grinzing""",1162.2,51,2,1190
360 tour - design-möbliertes studio-apartment / fully furnished studio apartment,1210,33,1,1090
360 tour // terrassenwohnung mit fernblick // attic apartment with distant views,2900,138,4,1190
*jetzt 1 monat gratis miete sichern* hochwertiger- erstbezug* ic* 12m balkon/ terrasse* lichtdurchflutet* top küche* 2-zimmer* zentrale lage* tiefgarage*,956.9,66,2,1210
"+jetzt 1 monat gratis miete sichern +ic+ dg-erstbezug+ klima+ innenhofruhelage + 3-zimmer+ hell+ grosse 15,88m -terasse+ zentral+ tiefgarage+ top küche+",1681.45,104,3,1210
*jetzt 1 monat gratis miete sichern* erstbezug* hochwertig * ic* 12m balkon/ terrasse* lichtdurchflutet* top küche* 2-zimmer* zentrale lage* opt. tiefgarage*,956.9,66,2,1210
"""top 17 - 2 zimmer / senioren*innen 60+ / wohnen mit serviceangebot / provisionsfrei""",993,53,2,1230
"""top 16 - 2 zimmer / senioren*innen 60+ / wohnen mit serviceangebot / provisionsfrei""",939,51,2,1230
"""top 24 - 2 zimmer / senioren*innen 60+ / wohnen mit serviceangebot / provisionsfrei""",939,51,2,1230
prunk: prachtvoll saniert hietzing,2899.72,203,5,1130
helle 2-zimmer wohnung mit terrasse im projekt wallner-hof // ab sofort verfügbar!,838.93,65,2,1220
"großzügige 2-zimmer mietwohnung mit große terrasse, fernblick, gemeinschaftspool",1200,80,2,1160
1190 wien- 2 zimmerwohnung mit garten,890,55,2,1190
1190 wien - 2 zimmer wohnung,799.21,58,2,1190
terrassenwohnung im zweifamilienhaus | eigener hauseingang,2950,180,5,1130
*sehr schöne altbauwohnung nahe u 4 schönbrunn*,769.13,78,2,1150
orea | nahe u3: lichtdurchflutete 2- zimmer-wohnung mit loggia | smart besichtigen online anmieten,869,59,2,1160
orea | charmante 2-zimmer-wohnung nahe mariahilfer straße | smart besichtigen online anmieten,745,44,2,1150
elegante 4-zimmeraltbauwohnung beim stephansplatz,3990.02,165,5,1010
stilvolle altbauwohnung in wiener innenstadtlage,3479.4300000000003,144,4,1010
lichtdurchflutete wohnung: wiener-altbau-ambiente in allerbester innenstadtlage,3990.02,166,5,1010
dachgeschoss-traum in hernals!,714.2800000000001,45,2,1170
tolle wg wohnung |erstbezug nach sanierung | 2 zimmer | einbauküche | südbalkon | 3.stock ohne lift | s 45 |,928.3199999999999,61,2,1190
360 tour / design-möbliertes city-apartment // charming design-furnished apartment,1947,60,3,1090
design möbliertes studio // fully furnished studio apartment,1298,34,1,1090
360 tour // charming design-furnished apartment // design-möblierte stilwohnung,1679.7,40,2,1090
sehr helle hauptmietwohnung direkt beim q 19 gelegen !,648.51,68,2,1190
"helle, unbefristete hauptmietwohnung zw. arenbergpark und juchgasse gelegen!",691,59,2,1030
super 2-er wg geeignet,848.2700000000001,75,2,1150
moderne dachmaisonette mit ca. 10 m terrasse im börseviertel/zelinkagasse u2/u4,2419.06,129,4,1010
toplage - parkring - traumhafte dachgeschosswohnung mit terrasse in absoluter toplage!,3140.8300000000004,208,4,1010
helle dachgeschosswohnung - verkehrsgünstig,569.8599999999999,33,1,1120
helle 2-zimmer-wohnung mit terrasse nahe spittelberg,1575,72,2,1070
"""leben am wasser und doch mitten in der city!""",1040.33,42,2,1220
moderne 2-zimmer wohnung mit balkon im walllner-hof // ab februar 2023 verfügbar!,988.49,66,2,1220
dachterrassenwohnung mit zusätzlichem balkon | untere alte donau | 3 zimmer,1285,69,3,1220
oase trifft stadt. hofseitiges wohnen im biedermeierhaus.,920,52,2,1070
+ ruhige innenhoflage + grünblick + 3 zimmer + möbliert + küche separat + direkt bei u1 + 2. etage,796.49,74,3,1100
"schöner 3,5-zimmer-altbau mitten im 8ten",2099,136,3,1080
ruhelage! äußerst gemütliche und hofseite 2-zimmerwohnung - nähe volkertmarkt!,797.25,65,2,1020
hofseitige stilaltbauwohnung - direkt beim rennweg gelegen!,796.97,63,2,1030
beste 3-er wg eignung!,1476.1499999999999,110,4,1040
beste 3-er wg eignung!,1664.1599999999999,116,4,1040
sensationelle 2-zimmer dg-wohnung im 7. wiener bezirk,1155.6799999999998,84,2,1070
"exklusive, sonnige, vollmöblierte wohnung in erstklassiger lage",769.99,36,1,1060
"generalsanierte, helle zweizimmerwohnung in margareten - alles neu",750.01,60,2,1050
exklusive 2 zimmer wohnung - erstbezug nach sanierung - direkt in der wollzeile - durchdachter grundriss,1050,48,2,1010
großzügige dg-wohnung nähe schottenring /// 80 m2 terrassenflächen,4706.1,180,4,1010
| 3 zimmer | balkon | westen | zweitvermietung | ab april bezugsfertig | tiefgarage,1181.32,70,3,1210
| provisionsfrei | zweitvermietung | 2 zimmer | garten | ab april verfügbar,764.62,41,2,1210
| 2 zimmer | zweitvermietung | ab april | balkon | südseitig | innenhof | tiefgarage,823.03,45,2,1210
"ostseitige 2-zi mietwohnung mit loggia, nähe bahnhof meidling, wilhelmstraße",863.87,58,2,1120
360 tour // design-möbliertes city apartment // design-furnished city apartment,1490.5,45,2,1090
360 tour // design-möblierte stadtwohnung/ design furnished city apartment,1188,38,1,1090
"*jetzt 1 monat gratis miete sichern* hochwertiger* 2-zimmer+ ic+ erstbezug+ balkon 7,21m + top küche+ zentrale lage+ tiefgarage *",798.49,47,2,1210
"360 tour // neubauwohnung in gersthofer ruhelage // modern apartment in quiet area of ""gersthof""",1490.5,106,4,1180
exklusive luxuswohnung in innerstädtischer ruhelage!,2956.48,138,4,1010
77 m - dachgeschoss - erstbezug nach renovierung - nähe u6,1271.73,77,2,1090
top-anbindung! - helle 2 zimmer - 62 m - 4. stock ohne lift,896.39,62,2,1080
erstklassige 2-zimmer-wohnung mit balkon und terrasse - zu mieten in 1160 wien,998.99,56,2,1160
terrassengenießer aufgepasst! helle 3 zimmer dachgeschosswohnung in der oswaldgasse!,1290,70,2,1120
nähe schloss schönbrunn: traumhafte altbau-beletage mit gartennutzung!,2624.72,214,6,1130
nähe u-bahn u6: helle 2 zimmer wohnung mit terrasse!,1045,56,2,1120
zur vermietung gelangt eine schöne wohnung mit terrasse!! 360 grad besichtigung!! nähe u6 perfektastra e!! 23. bezirk!!!,727,39,2,1230
"""gartenblick - 3-zimmer-mietwohnung in penzing zwischen u3 und u4",796.16,65,3,1140
grenzenloser weitblick - einzigartig wohnen im 21. stockwerk im leopoldtower - 9 m loggia/balkon - citygate,741.65,41,2,1210
"monte laa: gepflegte dachgeschosswohnung für studenten, singles oder pärchen mit loggia",981.09,56,2,1100
"wunderschöne, sehr helle stilaltbauwohnung - nähe palais liechtenstein - franz josefs bahnhof gelegen!",825.99,61,2,1090
erstbezug i pärchenhit im neubauprojekt,845,51,2,1160
exklusive 5-zimmer-maisonette mit dachterrassen-ausblick auf die karlskirche,5899,264,5,1040
exklusive 3-zimmer dachgeschoßwohnung mit west-terrasse!,2850.01,100,3,1080
*privat*erstbezug*neubau*südseitig 2-zi.-wohnung mit balkon nahe u3 gasometer,896,50,2,1030
serviced apartment! vollmöbliert & all inclusive (auch heizung & strom)!,1148.25,45,2,1100
helle westseitige 2 zimmerwohnung ohne gegenüber,732.2700000000001,50,2,1150
1150 wien - mietwohnung in ruhelage,560,34,1,1150
"19., 3-zimmer-mietwohnung mit loggia, ruhelage!",1200,79,3,1190
**makellos! 3-zimmer wohnung in ruhiger seitenstraße nähe u-bahn**,1248.01,90,3,1100
**retro chic trifft infrarot** 3-zimmer wohnung mit viel charme nähe u-bahn,1247.99,90,3,1100
ruhig gelegene 3-zimmer-wohnung mit südbalkon in grünlage,1099.49,72,3,1180
beziehungskrise? ein vollmöbliertes serviced apartment im taba tower ist der ausweg!,1190.36,48,2,1100
