title,price,sqm,rooms,postcode,landlord
Provisionsfrei mieten - Neben Millennium City & Tower - Gartenwohnung - Erstbezug,825,42,2,1200,teamneunzehn-Gruppe
AKTION! - 1. Monat mietzinsfrei! Provisionsfrei wohnen an der Kirschenallee in ruhiger Lage! Charmante Erstbezugswohnungen ab sofort!,875,42,2,1220,teamneunzehn-Gruppe
AKTION! 1. Monat mietzinsfrei! Provisionsfrei wohnen an der Kirschenallee in ruhiger Lage! Charmante Erstbezugswohnungen ab sofort!,874.99,46,2,1220,teamneunzehn-Gruppe
AKTION! 1. Monat mietzinsfrei! Provisionsfrei wohnen an der Kirschenallee in ruhiger Lage! Charmante Erstbezugswohnungen ab sofort!,1095,58,3,1220,teamneunzehn-Gruppe
AKTION! 1. Monat mietzinsfrei! Provisionsfrei wohnen an der Kirschenallee in ruhiger Lage! Charmante Erstbezugswohnungen ab sofort!,825.01,42,2,1220,teamneunzehn-Gruppe
AKTION! 1. Monat mietzinsfrei! Provisionsfrei wohnen an der Kirschenallee in ruhiger Lage! Charmante Erstbezugswohnungen ab sofort!,895,44,2,1220,teamneunzehn-Gruppe
AKTION! 1. Monat mietzinsfrei! Provisionsfrei wohnen an der Kirschenallee in ruhiger Lage! Charmante Erstbezugswohnungen ab sofort!,795.01,40,2,1220,teamneunzehn-Gruppe
AKTION! 1. Monat mietzinsfrei! Provisionsfrei wohnen an der Kirschenallee in ruhiger Lage! Charmante Erstbezugswohnungen ab sofort!,1149.01,64,3,1220,teamneunzehn-Gruppe
AKTION! 1. Monat mietzinsfrei! Provisionsfrei wohnen an der Kirschenallee in ruhiger Lage! Charmante Erstbezugswohnungen ab sofort!,894.99,48,2,1220,teamneunzehn-Gruppe
AKTION! 1. Monat mietzinsfrei! Provisionsfrei wohnen an der Kirschenallee in ruhiger Lage! Charmante Erstbezugswohnungen ab sofort!,1129,60,3,1220,teamneunzehn-Gruppe
Aktion! - 1. Monat mietzinsfrei! Provisionsfrei! Wohnen an der Kirschenallee in ruhiger Lage! Charmante Erstbezugswohnungen ab sofort!,1749,81,3,1220,teamneunzehn-Gruppe
AKTION! - 1. Monat mietzinsfrei! Provisionsfrei wohnen an der Kirschenallee in ruhiger Lage! Charmante Erstbezugswohnungen ab sofort!,825,40,2,1220,teamneunzehn-Gruppe
Nähe Augarten - Unbefristet,810,66,2,1020,JP Immobilien
Unbefristete 3 Zimmerwohnung am Tabor,1460,99,3,1020,JP Immobilien
AKTION! 1. Monat mietzinsfrei! Provisionsfrei wohnen an der Kirschenallee in ruhiger Lage! Charmante Erstbezugswohnungen ab sofort!,875,45,2,1220,teamneunzehn-Gruppe
AKTION! 1. Monat mietzinsfrei! Provisionsfrei wohnen an der Kirschenallee in ruhiger Lage! Charmante Erstbezugswohnungen ab sofort!,895.01,47,2,1220,teamneunzehn-Gruppe
AKTION! 1. Monat mietzinsfrei! Provisionsfrei wohnen an der Kirschenallee in ruhiger Lage! Charmante Erstbezugswohnungen ab sofort!,849.01,44,2,1220,teamneunzehn-Gruppe
AB 01.03.23 einziehen!! Wohnung Nähe Gellertplatz,790,67,3,1100,Immoexpress KG
Vollausgestattete Wohnung in Meidling,1920,32,1,1120,DAREBELL Living GmbH
"63,15 m2 Terrassenwohnung mit 16 m2 Terrasse, Nähe U6 Gumpendorfer Straße / U6, U3 Westbahnhof",862.11,63,2,1150,Immobilienquartier iQ OG
Kolonitzplaz im Dritten: Vierzimmer-Wohnung in Ruhelage Hetzgasse 20 - Top 30,1399.07,97,4,1030,IMMOcontract Immobilien Vermittlung GmbH
2-Zimmerwohnung mit Balkon und Loggia!,820.01,66,2,1140,IMMOcontract Immobilien Vermittlung GmbH
Traumhafte Wohnung mit großzügiger Freifläche,749,46,2,1210,EHL Immobilien GmbH
DIE DREI BELLAS IN DER BILLROTHSTRASSE,709.48,56,2,1190,Wohncloud Immobilien GmbH
Lakeside - 2 Zimmer-Wohnung,789.37,56,2,1220,s REAL - Wien
HELLE 2 ZIMMER | HOFRUHELAGE | GETRENNTE KÜCHE,675,54,2,1160,BESSERMAKLER Immobilien KG
3 Zi-Wohnung in der Tivoligasse- Unbefristet,985.53,83,3,1120,Kaltenegger Realitäten GmbH
Ruhige 3-Zimmer Dachgeschosswohnung mit rd. 20 m2 Dachterrasse in Bestlage,2138.8,114,3,1010,viennareal Immobilienmanagement GmbH
Singlehit im 4. Bezirk!,608.45,35,1,1040,EHL Immobilien GmbH
"Möblierte Altbauwohnung für Business Reisende oder Studenten / 900, - all inclusive",900,40,1,1060,Privat
"ruhige, helle Gartenwohnung 64 m², 3Z mit DAN-Küche-BOSCHgeräte",905.72,64,3,1230,Europe Real Consulting Developing & Marketing GmbH
THE FIZZ Brigittenau,924,18,NA,1200,International Campus Austria GmbH
1180 3 Zimmer-Wohnung,832.45,75,3,1180,s REAL - Wien
"+JETZT 1 MONAT GRATIS MIETE SICHERN+ HOCHWERTIGER+ ERSTBEZUG+ IC+ BAlKON 7,21m² + TOP KÜCHE+ 2-ZIMMER+ ZENTRALE LAGE+ TIEFGARAGE+",809.49,47,2,1210,Posch Immobilien
Neue moderne und gemütliche Wohnung für Singles oder Pärchen!,800,44,2,1110,Privat
Dachgeschoßwohnung,732,45,2,1120,Privat
Erstbezug - 2 Zimmer mit Gartenparzelle in Hietzing,883.67,55,2,1130,OTTO IMMOBILIEN GRUPPE
Moderne Garconniere mit Balkon in ausgezeichneter Lage - Warmmiete!,700,43,1,1230,Rudi Dräxler Immobilientreuhand GesmbH
2-ZIMMER TERRASSENHIT IN DER PARAGONSTRASSE,930.55,60,2,1030,s REAL - Wien
Studentenapartments THE FIZZ Wien Hauptbahnhof,891,22,NA,1100,International Campus Austria GmbH
"Wohntraum direkt am Wienerberg! Großzügige, sonnige Zimmer - Meidling Bahnhof/U6 in 6 Minuten erreichbar - Neuwertige Küche Inkludiert - Ruhelage",842.6,64,2,1100,Alexander Ringsmuth GmbH
stilvolle 2-Zimmer-Dachgeschosswohnung in zentraler Lage,959.52,54,2,1030,Mittelsmann Philipp Sulek GmbH
Just Charming! Stilvoller Altbau-Chic im Erstbezug nach Sanierung für gehobene Ansprüche im Herzen der Josefstadt,2399,131,3,1080,KT FINE LIVING GmbH
moderne 2-Zimmerwohnung mit Balkon!,890,54,2,1210,EHL Immobilien GmbH
"Helle Einraumwohnung im Dachgeschoß, nähe Neuwaldegger-Bad",606.62,33,1,1170,IMV Makler GmbH
DIE perfekt Singlewohnung - Einraumwohnung mit Balkon und Grünblick in Neuwaldegg!,671.45,37,1,1170,IMV Makler GmbH
Singelwohnung inkl. Freifläche und Blick ins Grüne!,684.23,34,1,1170,IMV Makler GmbH
WG-geeignete 3 Zimmer Wohnung in 1140 Wien,980,75,3,1140,"Fischer, Hörnisch Immobilien GmbH"
geräumige Zweizimmerwohnung in gepflegtem Wohnhaus,923.26,83,2,1110,s REAL - Wien
Luxuriöser Erstbezug in Hofruhelage - zu Fuß zur U4 & U6 Spittelau - hochwertige Ausstattung,1293.85,56,2,1190,teamneunzehn-Gruppe
Singel-Apartement mit Garage,650.96,36,1,1180,Lexerimmo.at GmbH
ERSTBEZUG - Wunderschöne ruhige klassisch möblierte oder unmöblierte 2-Zimmer Wohnung mit separater hochwertiger Küche in Bestlage,1590,85,2,1010,viennareal Immobilienmanagement GmbH
Altbau Erstbezug | Garten+Terrasse | Unbefristet,790,53,2,1150,REALTRIA Immobilienentwicklungs & Beteiligungs GmbH
ERSTBEZUG NACH SANIERUNG- SONNIGE 3-ZIMMERWOHNUNG MIT ALLEN NEBENRÄUMEN- UNBEFRISTET ZU MIETEN,865,83,3,1100,IMMOBILIEN KOHLERT OG
Unbefristet! Ca. 5 Minuten bis zur U6 Station AKH - Helle und sonnige Zimmer - Ruhige Innenhof Lage - Freier Stellplatz vorhanden,910.67,57,3,1180,Alexander Ringsmuth GmbH
Sehr Gepflegte Wohnung mit einem Gemeinschaftsgarten - Helle und sonnige Zimmer - U3 Station Enkplatz nur 5 Minuten entfernt - absolute Ruhelage - Praktische Raumaufteilung,748.88,61,2,1110,Alexander Ringsmuth GmbH
Gut aufgeteilte 3-Zimmer-Wohnung - Erstbezug nach Sanierung,1199,87,3,1200,Lorenz Real Construct Immobilien GmbH
30. OG | Provisionsfrei | Erstbezug | 3 Zimmer | Helio Tower,1600,84,NA,1030,Schein & Partner GmbH & Co KG
Dachgeschoßwohnung,2140,129,5,1120,Privat
"Schicke, provisionsfreie 1-Zimmer-Wohnung mit integrierter Kochnische an der alten Donau! Erstbezug!",748.99,36,1,1210,OPTIN Immobilien GmbH
Ruhige Lage und trotzdem gut angebunden (U2 Aspern): Provisionsfreier Neubau mit 2 Zimmern & Balkon!,760,39,2,1220,OPTIN Immobilien GmbH
"Neu renovierte, helle Altbauwohnung",1094.17,71,3,1190,Privat
Provisionsfrei! 2 Zimmerwohnung mit Balkon!,750.44,57,2,1100,IMMOcontract Immobilien Vermittlung GmbH
"Top Saniert Erstbezug, Stilaltbau wenige Schritte zum Rathaus, Volksgarten & 1. Bezirk, 140m2 + Büro",2490,95,3,1090,Blueground Austria GmbH
2 Zimmer Wohnung im Top Lage im 18.Bezirk!,429,39,2,1180,Hubner Immobilien
ERSTBEZUG | Hochwertige Wohnungen mit Freifläche zu mieten!,979,53,2,1200,EDEX Immobilien GmbH
Studenten aufgepasst! Provisionsfreie Apartments nahe VetMed Uni Wien - Vollmöbliert,614.73,36,2,1210,teamneunzehn-Gruppe
Studenten aufgepasst! Provisionsfreie Apartments nahe VetMed Uni Wien - Vollmöbliert,954.73,57,3,1210,teamneunzehn-Gruppe
Studenten aufgepasst! Provisionsfreie Apartments nahe VetMed Uni Wien - Vollmöbliert,648.88,38,2,1210,teamneunzehn-Gruppe
Wunderschöne Penthouse-Wohnung mit 3 Terrassen inkl. Heizkosten in Neustift am Walde zu vermieten!,2500,130,4,1190,IB Austria Kmetyko
Schöne 3-Zimmer Wohnung mit Balkon in Floridsdorf! 1210!,956.76,58,3,1210,Steindl & Herzel Immobilien OG
Tolle 3-Zimmer Wohnung mit Balkon Nähe Floridsdorfer Markt! 1210!,1048.91,64,3,1210,Steindl & Herzel Immobilien OG
"kleine, feine 2-Zimmerwohnung mit Balkon",793.31,44,2,1120,s REAL - Wien
Top moderner ERSTBEZUG: Unbefristet und provisionsfrei für den Mieter an der Stadtwildnis wohnen!,1420,78,3,1020,EHL Immobilien GmbH
Helle 2-Zimmer-Wohnung,679,62,2,1120,Gewerblicher Anbieter
"Donaumarina, Bestlage Donau & Innenstadt, direkt an der U-Bahn, 2 Zimmer mit Fitness, Sauna, Loggia",1140,71,3,1020,Blueground Austria GmbH
"Traumblick über Wien, Belview Tower mit Gym, Wellness & Lounge, 2 Zimmer + Balkon, 16. Stock, U-Bahn",1900,44,2,1100,Blueground Austria GmbH
"WOHNHAUS ""DER BALLON"" PROVISIONSFREI",941.4,73,3,1220,ARWAG Immobilientreuhand Gesellschaft m.b.H.
"WOHNHAUS ""DER BALLON"" PROVISIONSFREI",766.41,57,2,1220,ARWAG Immobilientreuhand Gesellschaft m.b.H.
Groß-Enzersdorfer-Straße 66-72 Top 19,776.41,57,2,1220,ARWAG Immobilientreuhand Gesellschaft m.b.H.
Groß-Enzersdorfer-Straße 66-72 Top 17,776.41,57,2,1220,ARWAG Immobilientreuhand Gesellschaft m.b.H.
Groß-Enzersdorfer-Straße 66-72 Top 9,756.41,57,2,1220,ARWAG Immobilientreuhand Gesellschaft m.b.H.
Groß-Enzersdorfer-Straße 66-72 Top 23,766.42,56,2,1220,ARWAG Immobilientreuhand Gesellschaft m.b.H.
Groß-Enzersdorfer-Straße 66-72 Top 23,786.41,57,2,1220,ARWAG Immobilientreuhand Gesellschaft m.b.H.
Groß-Enzersdorfer-Straße 66-72 Top 18,776.41,57,2,1220,ARWAG Immobilientreuhand Gesellschaft m.b.H.
Groß-Enzersdorfer-Straße 66-72 Top 24,786.41,57,2,1220,ARWAG Immobilientreuhand Gesellschaft m.b.H.
Groß-Enzersdorfer-Straße 66-72 Top 17,756.42,56,2,1220,ARWAG Immobilientreuhand Gesellschaft m.b.H.
Groß-Enzersdorfer-Straße 66-72 Top 12,756.41,57,2,1220,ARWAG Immobilientreuhand Gesellschaft m.b.H.
Lakeside - 2-Zimmer-Wohnung,837.08,59,2,1220,s REAL - Wien
1180-3 Zimmer-Wohnung mit Balkon,1399.72,98,3,1180,s REAL - Wien
! ! ! Pärchenhit ! ! ! befristete 2-Zimmer Wohnung nächst Schottenring,899.05,67,2,1020,Die Immobilienmanufaktur
Garage I Terrassen I Sauna I Fitnessraum I Klabundgasse 2B I 1190 Wien,1864.13,99,3,1190,viason immobilien kg
STEPHANSPLATZ /// LUXURY APARTMENT finished to highest standards /// LUXURIÖSER ERSTBEZUG,3250,125,4,1010,HEISSENBERGER & PARTNER IMMOBILIEN GMBH
"Direkt an der Mariahilfer Straße, hochwertige 4 Zimmer Wohnung in Bestlage. Shopping & Genuss",2830,127,4,1070,Blueground Austria GmbH
"Donaumarina, Bestlage Donau & Innenstadt, direkt an der U-Bahn, 1 Zimmer mit Fitness, Sauna, etc.",1750,55,2,1020,Blueground Austria GmbH
PROVISIONSFREI - geräumiges Souterrain in Toplage,499,50,1,1060,Place2live
Groß-Enzersdorfer-Straße 66-72 Top 10,756.41,57,2,1220,ARWAG Immobilientreuhand Gesellschaft m.b.H.
"Donaumarina, Bestlage Donau & Innenstadt, direkt an der U-Bahn, Studio mit Fitness, Sauna, etc.",1040,34,1,1020,Blueground Austria GmbH
28. OG | Provisionsfrei | Erstbezug | 2 Zimmer | Helio Tower,1150,54,2,1030,Schein & Partner GmbH & Co KG
! ERSTBEZUG ! schöne 2 Zimmer Neubauwohnung NÄHE KIRSCHENALLEE - NÄHE LOBAU,849,44,2,1220,ERHO Immobilien
1190 Wien- 2 Zimmerwohnung mit Garten,890,55,2,1190,s REAL - Wien
Dachgeschossapartment in historischer Villa,6500,219,4,1190,Avantgarde Properties GmbH
nette 2-Zimmer-Neubauwohnung mit Balkon,725.85,50,2,1160,s REAL - Wien
2-Zimmer-Wohnung mit neuer Küche,703.97,48,2,1100,s REAL - Wien
"Gemütliche 2-Zimmer Dachgeschoßwohnung, nahe Floridsdorfer Bahnhof",736.54,54,2,1210,Schantl ITH Immobilientreuhand GmbH
ERSTBEZUG | Hochwertige Wohnungen mit Freifläche zu mieten!,799,44,2,1200,EDEX Immobilien GmbH
Lakeside - 2-Zimmer-Wohnung,1022.66,69,2,1220,s REAL - Wien
Lakeside - sehr nettes Loftapartment,805.45,56,1,1220,s REAL - Wien
Lakeside - loftartige 2-Zimmer Wohnung mit Balkon und Stadtblick,876.78,57,2,1220,s REAL - Wien
"1020, Tempelgasse/U1 Nestroyplatz, ruhige 2 Zimmerwohnung mit Balkon OHNE PROVISION und unbefristet zu vermieten",914.45,51,2,1020,Wohnheimverwaltung GmbH
**Pärchenhit beim Schloss Belvedere *Ab sofort mit Küche verfügbar**Jetzt anfragen*,999,52,2,1040,teamneunzehn-Gruppe
*4 Zimmer Wohntraum mit atemberaubender Aussicht bei der Linken Wienzeile*Ab sofort mit Küche verfügbar*,2549.99,127,4,1060,teamneunzehn-Gruppe
Wohnen mit Parkblick! - 2-Zimmer in modernem Neubau nahe U2 Aspernstraße,719,50,2,1220,teamneunzehn-Gruppe
Großgarconniere am Dach,675,50,1,1190,s REAL - Wien
Sonnendurchflutete 3-Zimmer-Wohnung in Bestlage! Kurzzeitvermietung!,1100,65,3,1150,Vivoreal Hausverwaltung GmbH
2-Zimmer-Wohnung mit Terrasse - nahe U2 - provisionsfrei und unbefristet zu mieten in 1220 Wien,999.82,56,2,1220,ÖRAG Immobilien Vermittlung GmbH
"Neuwertige, helle Dachgeschosswohnung mit moderner Komplettküche! Nähe Millennium City, Handelskai und Donau!",793.41,39,2,1200,teamneunzehn-Gruppe
PROVISIONSFREI | Erstbezug | 2 Zimmerwohnung mit Freifläche | Top 1.49,766.4,46,2,1220,EKAZENT Management GmbH
Penthouse Wohnung mit Terrasse - Provisionsfrei,1350,62,2,1050,Privat
schöne 2-Zimmer-Wohnung mit neuer Küche,764.29,65,2,1110,s REAL - Wien
Großzügige 2-Zimmer-Wohnung,916.76,83,2,1110,s REAL - Wien
schöne 2- Zimmer Wohnung mit Loggia und neuer Küche,724.67,56,2,1110,s REAL - Wien
Schöne 2-Zimmer-Wohnung mit neuer Küche,775.54,65,2,1110,s REAL - Wien
gepflegte 2-Zimmer-Wohnung mit nagelneuer Küche,789.32,65,2,1110,s REAL - Wien
gepflegte 2-Zimmer-Wohnung mit nagelneuer Küche,799.41,69,2,1110,s REAL - Wien
Ruhige 2-Zimmerwohnung mit Grünfläche,850,52,2,1140,RE/MAX Trend Jakob Immobilienberatungs GmbH
1150 Wien - Mietwohnung in Ruhelage,560,34,1,1150,s REAL - Wien
Freundliche Dreizimmerwohnung Erstbezug nach Generalsanierung in guter Lage,1655,92,3,1050,s REAL - Wien
"Innere Stadt! Ruhige 4 Zimmer Altbauwohnung, nahe Stephansplatz, ausgezeichnete Infrastruktur",1800,118,4,1010,Brehm Immobilien GmbH
schöne 2-Zimmer-Dachgeschosswohnung mit Gemeinschaftsterrasse & Fitnessraum,849.44,48,2,1050,s REAL - Wien
helle 2-Zimmer Wohnung mit großzügiger Terrasse Nähe U6!,1021.15,63,2,1200,RAAB & Partner Immobilien Gesellschaft m.b.H.
Seestadt Aspern - Wunderschöne 2-Zimmer Wohnung nahe U2!,750,54,2,1220,EHL Immobilien GmbH
PROVISIONSFREIE Mietwohnung | Erstbezug | 2 Zimmer-Balkonwohnung | Top 1.43,766.38,46,2,1220,EKAZENT Management GmbH
Orchideenpark I Döbling I 1190 Wien I Garage I Fitnessraum I Pool,1864.13,99,3,1190,viason immobilien kg
Kompakte Zweizimmer-Loggia-Wohnung in Meidling! Fockygasse 2 - Top 17,737.23,47,2,1120,IMMOcontract Immobilien Vermittlung GmbH
4 Zimmer-Wohnung mit Loggia,1221.17,121,4,1110,EBG Gemeinnützige Ein- und Mehrfamilienhäuser Baugenossenschaft reg. Gen. m. b. H
Studentenhit! Ruhige 2 Zimmer Whg,630,54,2,1150,Privat
PROVISIONSFREIE Wohnung in guter Lage | Ab sofort bezugsfertig | Top 1.32,766.26,46,2,1220,EKAZENT Management GmbH
PROVISIONSFREI | Ruhelage | 2 Zimmer-Balkonwohnung | Top 1.30,766.24,46,2,1220,EKAZENT Management GmbH
Moderner DG-Ausbau mit 3 Zimmer in zentraler Lage,1534,76,3,1070,EHL Immobilien GmbH
FRANZ JOSEPH - KLASSIK TRIFFT AUF MODERNE - PROVISIONSFREIE ERSTBEZUGSWOHNUNG,890,44,2,1100,EHL Immobilien GmbH
PROVISIONSFREIER ERSTBEZUG - MODERN WOHNEN ZWISCHEN STADT UND NATUR,820,46,1,1230,EHL Immobilien GmbH
nahe dem Hauptbahnhof - Wohnkomfort in Grünruhelage,800.01,64,2,1030,EHL Immobilien GmbH
PROVISIONSFREI | Ruhig gelegen | Balkonwohnung | Top 1.24,766.24,46,2,1220,EKAZENT Management GmbH
Wohnkomfort in Grünruhelage nahe dem Hauptbahnhof!,1690.01,113,3,1030,EHL Immobilien GmbH
Helle DG-Wohnung Nähe Mariahilfer Straße,2200,147,4,1070,EHL Immobilien GmbH
2 Zimmerwohnung Nähe Mariahilf,850,49,2,1060,EHL Immobilien GmbH
Neubau Terrassenhit in der Nähe zum Kongreßpark,1599,88,3,1170,EHL Immobilien GmbH
Moderne 2-Zimmer Wohnung mit 15 m² Freifläche in Ottakring!,886.4,51,2,1160,EHL Immobilien GmbH
Penthouse mit Terrasse und Blick auf Karlskirche & Stephansdom!,6480,290,4,1040,EHL Immobilien GmbH
PROVISIONSFREI | Erstbezug | 2 Zimmerwohnung mit Freifläche | Top 2.46,766.34,46,2,1220,EKAZENT Management GmbH
MARINA TOWER,2051.52,74,3,1020,IES Immobilien- Projektentwicklung GmbH
Exklusive Maisonette-Wohnung mit Dachterrasse,5900,264,5,1040,EHL Immobilien GmbH
Extravagante und sehr exklusive Terrassen-Maisonette im Zentrum,2400,106,3,1010,Dimag Die Immobilienagentur GmbH
Zentral gelegene Mietwohnung,690,40,1,1070,s REAL - Wien
"Neubau - Oberlaa - 2-Zimmer-Mietwohnung mit Außenfläche, direkt an der U1",760,47,2,1100,s REAL - Wien
APARTMENT MIT GROSSER TERRASSE,799,50,1,1030,s REAL - Wien
THEO´s - Willkommen im Park - Spallart 21-23,849,52,2,1140,teamneunzehn-Gruppe
Lakeside - sehr nette 2-Zimmer-Wohnung mit Balkon,960.53,68,2,1220,s REAL - Wien
"1040 Wien, Seltenheit 4-Zimmer-Mietwohnung mit 4 Terrassen",2639.86,146,NA,1040,s REAL - Wien
Zentral gelegen! Super schöne 4-Zimmer-Dachgeschosswohnung mit 40m² Terrasse!,2500,150,4,1090,ISIDEX GmbH
Großzügige 3-Zimmer-Wohnung nahe Floridsdorfer Bahnhof + perfekter Raumaufteilung,1302.06,90,3,1210,Schantl ITH Immobilientreuhand GmbH
NEU! Wohnung nur 8 Minuten von der U-Bahn-Station Kagraner Platz,954.42,72,2,1220,AURELIE Immobilien
"Helle, freundliche Zwei-Zimmer-Wohnung im 4. Liftstock",850,65,2,1160,WINEGG Makler GmbH
"Ruhige 2-Zimmerwohnung inkl. Küche, Loggia und Kellerabteil vorhanden, U1 Kagraner Platz in Gehweite /W190 Top 8",726.23,46,2,1220,Haring Immobilien Treuhand GmbH
"Wellness Wohnung mit Liftfahrt direkt in die Wohnung, Top Aussicht",1440,65,2,1230,Privat
PROVISIONSFREI | Erstbezugsprojekt | 2 Zimmerwohnung mit Balkon | Top 2.30,766.38,46,2,1220,EKAZENT Management GmbH
Ruhige helle 3-Zimmer Wohnung in Gehweite zu Heiligenstadt,1136,73,3,1190,Privat
COPABEACH Zwei Zimmer Gartenwohnung - 1 Bedroom Garden Apartment U1 /VIC,1080,41,2,1220,IMMOcontract Immobilien Vermittlung GmbH
Studentenwg (3-4 Zi) neben Augarten Neugründung,1497.83,108,4,1200,Privat
Wohnung 76m²  für 3 Zimmer WG zu vergeben,1259.23,76,3,1200,Privat
Gemeindewohnung 1220 Wien,588,59,2,1220,Privat
PROVISIONSFREI | Erstbezug | 2 Zimmerwohnung mit Freifläche | Top 3.44,786.04,45,2,1220,EKAZENT Management GmbH
PROVISIONSFREI | Erstbezug | 2 Zimmerwohnung mit Freifläche | Top 3.21,766.24,45,2,1220,EKAZENT Management GmbH
Kein Titel vorhanden,408.32,23,1,1150,Vivoreal Hausverwaltung GmbH
Sehr schöne vollsaniert 2 Zimmerwohnung im 10. Bezirk!!,676.14,52,2,1100,Real Immo Wien
1 Zimmer Wohnung,575.93,32,1,1100,Friends Immobilien GmbH
2 Zimmer Altbauwohnung - unbefristet - 61m2!,812.65,61,2,1190,Kaltenegger Realitäten GmbH
PROVISIONSFREI - NEUBAUWOHNUNGEN IN DER BRUENNER STRASSE,1044.58,85,3,1210,s REAL - Wien
Lakeside - 3 Zimmer-Wohnung,1100.01,78,3,1220,s REAL - Wien
Neubau - Wohnung perfekt für Pärchen Nähe Marchfeldkanal - Provisionsfrei,749,42,2,1210,ESTINA Immobilien GmbH
Neubau - Wohnung perfekt für Pärchen mit Freifläche - Nähe Stammersdorf,836,56,2,1210,ESTINA Immobilien GmbH
Charmante 1-Zimmer-Wohnung!,424.82,23,1,1150,Vivoreal Hausverwaltung GmbH
Provisionsfrei - Erstbezug - Wohnung perfekt für Pärchen - Nähe Süßenbrunn,749,42,2,1210,ESTINA Immobilien GmbH
Lakeside - 2-Zimmer Wohnung mit Balkon und Seeblick,889.16,61,2,1220,s REAL - Wien
PROVISIONSFREI | Erstbezug | Wohnen am Langen Felde | Top 2.28,766.24,46,2,1220,EKAZENT Management GmbH
Unbefristete 3-Zimmer Wohnung in unmittelbarer Nähe zum Stephansplatz - zu mieten in 1010 Wien,3250.01,125,3,1010,ÖRAG Immobilien Vermittlung GmbH
Perfekt aufgeteilte 2 Zimmerwohnung im 20. Bezirk - Nähe U6 Dresdner Straße,592.38,46,2,1200,IMV Makler GmbH
Angenehme DG-Maisonette mit Loggia nahe zum BH Meidling,1199.98,104,3,1120,IMV Makler GmbH
Geräumige 2 Zimmer-Dachgeschoßwohnung bei Klinik Favoriten,699.78,68,2,1100,IMV Makler GmbH
Gut-aufgeteilte 3-Zimmer Wohnung nahe zur Klinik Favoriten 2er WG-Eignung!,899.26,88,3,1100,IMV Makler GmbH
Gut-aufgeteilte 2-Zimmer Wohnung im 10. Bezirk,727.27,71,2,1100,IMV Makler GmbH
1210 Wien | Balkonwohnung | 2 Zimmer | ab sofort bezugsfertig | Top 5.18 | Pragerstraße 105-109,748.92,46,2,1210,EKAZENT Management GmbH
Perfekt geschnittene 2-Zimmer-Wohnung mit Loggia und Balkon | Pragerstraße 105-109 | Top 4.54,798.88,46,2,1210,EKAZENT Management GmbH
"NUR FÜR STUDENTEN  - hofseitig - STUDENTENAPARTMENT € 475 inkl. BK, MwSt, Heizung, Strom, Warmwasser - Sofortbezug",475,30,1,1180,Gewerblicher Anbieter
Ideal für Paare & Singles: 2-Zimmer-Wohnung mit Balkon | Pragerstraße 105-109 | Top 2.18,849.02,56,2,1210,EKAZENT Management GmbH
Top 2 Zimmer Wohnung mit 12m² Freifläche | ab sofort beziehbar | Pragerstraße 105-109 | Top 1.17,798.91,46,2,1210,EKAZENT Management GmbH
"PROVISIONSFREIER ERSTBEZUG | U2 Aspernstraße, BILLA, HOFER vor der Tür | Top Erstbezugswohnung mit Freifläche",848.96,45,2,1220,EKAZENT Management GmbH
In unmittelbarer Nähe zur Alten Donau! 2 Zimmerwohnung mit Loggia -  Unbefristet!,895.84,74,2,1220,Gewerblicher Anbieter
KAY - PROVISIONSFREIE ERSTBEZUGSWOHNUNGEN IN AUFSTREBENDER LAGE,889,49,2,1200,teamneunzehn-Gruppe
KAY - PROVISIONSFREIE ERSTBEZUGSWOHNUNGEN IN AUFSTREBENDER LAGE,1299,77,3,1200,teamneunzehn-Gruppe
KAY - PROVISIONSFREIE ERSTBEZUGSWOHNUNGEN IN AUFSTREBENDER LAGE,899,51,2,1200,teamneunzehn-Gruppe
KAY - PROVISIONSFREIE ERSTBEZUGSWOHNUNGEN IN AUFSTREBENDER LAGE,825,49,2,1200,teamneunzehn-Gruppe
KAY - PROVISIONSFREIE ERSTBEZUGSWOHNUNGEN IN AUFSTREBENDER LAGE,899,52,2,1200,teamneunzehn-Gruppe
KAY - PROVISIONSFREIE ERSTBEZUGSWOHNUNGEN IN AUFSTREBENDER LAGE,875,49,2,1200,teamneunzehn-Gruppe
KAY - PROVISIONSFREIE ERSTBEZUGSWOHNUNGEN IN AUFSTREBENDER LAGE,1299.01,73,3,1200,teamneunzehn-Gruppe
KAY - PROVISIONSFREIE ERSTBEZUGSWOHNUNGEN IN AUFSTREBENDER LAGE,899.01,54,2,1200,teamneunzehn-Gruppe
KAY - PROVISIONSFREIE ERSTBEZUGSWOHNUNGEN IN AUFSTREBENDER LAGE,899,50,2,1200,teamneunzehn-Gruppe
KAY - PROVISIONSFREIE ERSTBEZUGSWOHNUNGEN IN AUFSTREBENDER LAGE,1325,77,3,1200,teamneunzehn-Gruppe
KAY - PROVISIONSFREIE ERSTBEZUGSWOHNUNGEN IN AUFSTREBENDER LAGE,1025,66,2,1200,teamneunzehn-Gruppe
KAY - PROVISIONSFREIE ERSTBEZUGSWOHNUNGEN IN AUFSTREBENDER LAGE,999,51,2,1200,teamneunzehn-Gruppe
KAY - PROVISIONSFREIE ERSTBEZUGSWOHNUNGEN IN AUFSTREBENDER LAGE,849,49,2,1200,teamneunzehn-Gruppe
